job_id,company,title,location,job_url,date_posted,source,collected_at,department,employment_type,remote_status,skills,function,seniority,remote_classification,salary_min,salary_max,salary_currency
greenhouse:automattic:6894268,Automattic,"Director of Strategic Partnerships, WooCommerce",,https://automattic.com/work-with-us/job/director-of-strategic-partnerships-woocommerce/,,automattic,2026-08-18T14:46:54Z,WooCommerce,,,Partnerships; Salesforce; WooCommerce; WordPress; WordPress VIP,Other,Director,Unknown,,,
greenhouse:automattic:8076786,Automattic,Executive Assistant to CEO,,https://automattic.com/work-with-us/job/executive-assistant-to-ceo/,,automattic,2026-08-18T14:46:54Z,Automattic,,,WooCommerce; WordPress,Operations,Executive,Unknown,,,
greenhouse:automattic:5862239,Automattic,Experienced Software Engineer,,https://automattic.com/work-with-us/job/experienced-software-engineer/,,automattic,2026-08-18T14:46:54Z,,,,CI/CD; Gutenberg; JavaScript; PHP; WooCommerce; WordPress,Engineering,Unknown,Unknown,,,
greenhouse:automattic:7889285,Automattic,"Global Account Director, Payment Partnerships - WooCommerce",,https://automattic.com/work-with-us/job/global-account-director-payment-partnerships-woocommerce/,,automattic,2026-08-18T14:46:54Z,WooCommerce,,,Account Management; Partnerships; Salesforce; WooCommerce; WordPress; WordPress VIP,Other,Director,Unknown,,,
greenhouse:automattic:7796540,Automattic,"Product Manager, Growth & Analytics, Beeper",,https://automattic.com/work-with-us/job/product-manager-growth-analytics-beeper/,,automattic,2026-08-18T14:46:54Z,Automattic,,,Product Management; SQL; WooCommerce; WordPress,Data / Analytics,Manager,Unknown,,,
greenhouse:automattic:8073186,Automattic,"Sales Account Executive, Pressable",,https://automattic.com/work-with-us/job/sales-account-executive-pressable/,,automattic,2026-08-18T14:46:54Z,Pressable,,,Account Management; HubSpot; WooCommerce; WordPress,Sales,Unknown,Unknown,,,
greenhouse:automattic:7946386,Automattic,"Senior Manager, Demand Generation, WordPress VIP",,https://automattic.com/work-with-us/job/senior-manager-demand-generation-wordpress-vip/,,automattic,2026-08-18T14:46:54Z,WordPress VIP,,,AI Agents; Customer Success; HubSpot; LLMs; Looker; Salesforce; Tableau; WooCommerce; WordPress; WordPress VIP,Marketing,Manager,Unknown,,,
greenhouse:automattic:2127794,Automattic,Senior Product Designer,,https://automattic.com/work-with-us/job/senior-product-designer/,,automattic,2026-08-18T14:46:54Z,"WooCommerce, WordPress VIP, WordPress.com",,,WooCommerce; WordPress; WordPress VIP,Design,Senior,Unknown,,,
greenhouse:automattic:7482858,Automattic,"Senior Product Manager, Payments",,https://automattic.com/work-with-us/job/senior-product-manager-payments/,,automattic,2026-08-18T14:46:54Z,WooCommerce,,,Partnerships; WooCommerce; WordPress,Product,Manager,Unknown,,,
greenhouse:automattic:7475345,Automattic,Senior Revenue Operations Manager,,https://automattic.com/work-with-us/job/senior-revenue-operations-manager/,,automattic,2026-08-18T14:46:54Z,WooCommerce,,,Customer Success; Python; SQL; Salesforce; WooCommerce; WordPress,Sales,Manager,Unknown,,,
greenhouse:automattic:8077926,Automattic,"Senior Sales Account Executive, Pressable",,https://automattic.com/work-with-us/job/senior-sales-account-executive-pressable/,,automattic,2026-08-18T14:46:54Z,Pressable,,,Account Management; HubSpot; WooCommerce; WordPress,Sales,Senior,Unknown,,,
greenhouse:automattic:5980233,Automattic,Senior Systems Engineer,,https://automattic.com/work-with-us/job/senior-systems-engineer/,,automattic,2026-08-18T14:46:54Z,Systems,,,Load Balancing; MariaDB; MySQL; Nginx; Observability; PHP; WooCommerce; WordPress,Infrastructure / SRE,Senior,Unknown,,,
greenhouse:automattic:7875064,Automattic,"Support Engineer, VIP",,https://automattic.com/work-with-us/job/support-engineer-vip/,,automattic,2026-08-18T14:46:54Z,WordPress VIP,,,Customer Success; DNS; Git; Gutenberg; JavaScript; Observability; PHP; Salesforce; Technical Support; WP-CLI; WooCommerce; WordPress; WordPress VIP,Customer Support,Unknown,Unknown,,,
greenhouse:automattic:5442133,Automattic,"Technical Account Manager, Newspack",,https://automattic.com/work-with-us/job/technical-account-manager-newspack/,,automattic,2026-08-18T14:46:54Z,Newspack,,,Account Management; Customer Success; PHP; Partnerships; Project Management; Technical Support; WooCommerce; WordPress,Customer Success,Manager,Unknown,,,
greenhouse:automattic:6251601,Automattic,Join Automattic’s Extraordinary Talent Community,,https://automattic.com/work-with-us/job/join-automattics-extraordinary-talent-community/,,automattic,2026-08-18T14:46:54Z,,,,WooCommerce; WordPress,HR / People,Unknown,Remote,,,
greenhouse:pressable:8077929,Pressable,Sales Account Executive,Remote,https://job-boards.greenhouse.io/pressable/jobs/8077929,2026-07-21T16:32:29-04:00,greenhouse,2026-08-18T14:46:54Z,Business Development Representative,,,Account Management; HubSpot; WooCommerce; WordPress,Sales,Unknown,Remote,,,
greenhouse:pressable:8077931,Pressable,Senior Sales Account Executive,Remote,https://job-boards.greenhouse.io/pressable/jobs/8077931,2026-07-21T17:58:12-04:00,greenhouse,2026-08-18T14:46:54Z,Business Development Representative,,,Account Management; HubSpot; WooCommerce; WordPress,Sales,Senior,Remote,,,
greenhouse:pantheon:8081116,Pantheon,Deal Desk Analyst,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8081116,2026-07-23T11:54:25-04:00,greenhouse,2026-08-18T14:46:54Z,Finance & Accounting,,,Customer Success; Salesforce; WordPress,Finance,Unknown,Remote,,,
greenhouse:pantheon:7736696,Pantheon,Executive Assistant,"Chicago, IL, USA",https://pantheon.io/about/careers/detail?gh_jid=7736696,2026-03-19T17:18:54-04:00,greenhouse,2026-08-18T14:46:54Z,General & Administrative,,,Project Management; WordPress,Operations,Unknown,On-site,,,
greenhouse:pantheon:8106304,Pantheon,Founding Ecosystem Engineer,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8106304,2026-08-04T15:17:02-04:00,greenhouse,2026-08-18T14:46:54Z,Sales,,,JavaScript; React; WordPress,Infrastructure / SRE,Unknown,Remote,,,
greenhouse:pantheon:8044780,Pantheon,Global Employee Experience Specialist,"Vancouver, BC, Canada, San Francisco Bay Area, CA, US, Chicago, IL, US",https://pantheon.io/about/careers/detail?gh_jid=8044780,2026-07-06T17:40:53-04:00,greenhouse,2026-08-18T14:46:54Z,People,,,WordPress,Other,Unknown,On-site,,,
greenhouse:pantheon:8060753,Pantheon,GTM Systems Administrator,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8060753,2026-07-14T13:20:59-04:00,greenhouse,2026-08-18T14:46:54Z,Finance & Accounting,,,HubSpot; WordPress,Finance,Unknown,Remote,,,
greenhouse:pantheon:8092945,Pantheon,IT & Business Systems Delivery Lead,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8092945,2026-07-29T12:25:33-04:00,greenhouse,2026-08-18T14:46:54Z,Information Technology,,,WordPress,Other,Lead / Staff,Remote,,,
greenhouse:pantheon:7958582,Pantheon,Product Marketing Manager,"United States (Remote) , Canada (Remote)",https://pantheon.io/about/careers/detail?gh_jid=7958582,2026-05-26T16:17:40-04:00,greenhouse,2026-08-18T14:46:54Z,Marketing,,,Product Management; Salesforce; WordPress,Marketing,Manager,Remote,,,
greenhouse:pantheon:8021886,Pantheon,Revenue Operations Senior Manager — Support & Services,United States (Remote) ,https://pantheon.io/about/careers/detail?gh_jid=8021886,2026-06-22T14:48:34-04:00,greenhouse,2026-08-18T14:46:54Z,Revenue Operations,,,Project Management; Technical Support; WordPress,Sales,Manager,Remote,,,
greenhouse:pantheon:8036474,Pantheon,Sales Engineer,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8036474,2026-06-30T17:47:06-04:00,greenhouse,2026-08-18T14:46:54Z,Sales,,,JavaScript; WordPress,Sales,Unknown,Remote,,,
greenhouse:pantheon:8056205,Pantheon,Senior Analytics Engineer,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8056205,2026-07-10T17:12:49-04:00,greenhouse,2026-08-18T14:46:54Z,Finance & Accounting,,,CI/CD; Git; Looker; SQL; Salesforce; Snowflake; WordPress; dbt,Data / Analytics,Senior,Remote,,,
greenhouse:pantheon:8056238,Pantheon,Senior Analytics Engineer,Canada ,https://pantheon.io/about/careers/detail?gh_jid=8056238,2026-07-10T17:12:50-04:00,greenhouse,2026-08-18T14:46:54Z,Finance & Accounting,,,CI/CD; Git; Looker; SQL; Salesforce; Snowflake; WordPress; dbt,Data / Analytics,Senior,On-site,,,
greenhouse:pantheon:7991014,Pantheon,Senior Developer Advocate (JavaScript & Next.js),Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=7991014,2026-06-09T15:01:36-04:00,greenhouse,2026-08-18T14:46:54Z,Product,,,JavaScript; Node.js; Partnerships; WordPress,Engineering,Senior,Remote,,,
greenhouse:pantheon:7991377,Pantheon,Senior Developer Advocate (Next.js & JavaScript),"US, Remote",https://pantheon.io/about/careers/detail?gh_jid=7991377,2026-06-09T15:05:49-04:00,greenhouse,2026-08-18T14:46:54Z,Product,,,JavaScript; Node.js; Partnerships; WordPress,Engineering,Senior,Remote,,,
greenhouse:pantheon:8029559,Pantheon,Senior GTM Growth Marketer,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8029559,2026-06-26T16:47:47-04:00,greenhouse,2026-08-18T14:46:54Z,Sales,,,WordPress,Marketing,Senior,Remote,,,
greenhouse:pantheon:7997436,Pantheon,"Senior Product Manager, Developer Experience",Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=7997436,2026-06-10T14:37:48-04:00,greenhouse,2026-08-18T14:46:54Z,Product,,,AI Agents; CI/CD; Git; WordPress,Product,Manager,Remote,,,
greenhouse:pantheon:7993722,Pantheon,"Senior Product Manager, Developer Experience","United States, remote",https://pantheon.io/about/careers/detail?gh_jid=7993722,2026-06-10T14:37:47-04:00,greenhouse,2026-08-18T14:46:54Z,Product,,,AI Agents; CI/CD; Git; WordPress,Product,Manager,Remote,,,
greenhouse:pantheon:7998061,Pantheon,"Senior Product Manager, Next.js Platform",Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=7998061,2026-06-10T17:54:28-04:00,greenhouse,2026-08-18T14:46:54Z,Product,,,Cloudflare; Product Management; React; WordPress,Product,Manager,Remote,,,
greenhouse:pantheon:7998059,Pantheon,"Senior Product Manager, Next.js Platform",United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=7998059,2026-06-10T17:54:27-04:00,greenhouse,2026-08-18T14:46:54Z,Product,,,Cloudflare; Product Management; React; WordPress,Product,Manager,Remote,,,
greenhouse:pantheon:7843250,Pantheon,Senior Software Engineer - Collaborative Web Platform,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=7843250,2026-04-22T17:36:52-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AWS; CDN; Google Cloud; Microsoft Azure; WordPress,Engineering,Senior,Remote,,,
greenhouse:pantheon:8024927,Pantheon,Senior Software Engineer - New Customer Experience,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8024927,2026-06-23T17:51:15-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AWS; Go; Google Cloud; JavaScript; Kubernetes; Python; Terraform; WordPress,Engineering,Senior,Remote,,,
greenhouse:pantheon:8009175,Pantheon,Senior Software Engineer - New Customer Experience,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=8009175,2026-06-15T21:24:46-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AWS; Go; Google Cloud; JavaScript; Kubernetes; Python; Terraform; WordPress,Engineering,Senior,Remote,,,
greenhouse:pantheon:7647311,Pantheon,Software Engineer II - Data Platform,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=7647311,2026-02-24T02:29:08-05:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,Docker; Go; Kubernetes; Looker; Machine Learning; MySQL; PostgreSQL; Python; SQL; Snowflake; Terraform; WordPress; dbt,Engineering,Mid Level,Remote,,,
greenhouse:pantheon:8039985,Pantheon,Software Engineer II - Data Platform,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8039985,2026-06-30T19:08:20-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,Docker; Go; Kubernetes; Looker; Machine Learning; MySQL; PostgreSQL; Python; SQL; Snowflake; Terraform; WordPress; dbt,Engineering,Mid Level,Remote,,,
greenhouse:pantheon:8075768,Pantheon,Sr. Manager of RevOps - Marketing,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8075768,2026-07-21T16:52:13-04:00,greenhouse,2026-08-18T14:46:54Z,Finance & Accounting,,,Project Management; WordPress,Marketing,Manager,Remote,,,
greenhouse:pantheon:8037598,Pantheon,Staff Security Engineer - Security Operations,"Dublin, Ireland",https://pantheon.io/about/careers/detail?gh_jid=8037598,2026-06-30T00:59:50-04:00,greenhouse,2026-08-18T14:46:54Z,Information Security,,,AWS; Bash; Google Cloud; Incident Response; Observability; Python; SOC 2,Security,Lead / Staff,On-site,,,
greenhouse:pantheon:7829354,Pantheon,Staff Software Engineer - Collaborative Web Platform,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=7829354,2026-04-19T18:53:14-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AWS; CDN; Cloudflare; Google Cloud; Microsoft Azure; Observability; WordPress,Engineering,Lead / Staff,Remote,,,
greenhouse:pantheon:8017939,Pantheon,Staff Software Engineer - Collaborative Web Platform,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=8017939,2026-06-19T01:01:38-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AWS; CDN; Cloudflare; Google Cloud; Microsoft Azure; Observability; WordPress,Engineering,Lead / Staff,Remote,,,
greenhouse:pantheon:8054337,Pantheon,Staff Software Engineer - Data Platform,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8054337,2026-07-09T16:27:53-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,CI/CD; Docker; Google Cloud; Kubernetes; LLMs; Machine Learning; Observability; Python; Snowflake; Terraform; WordPress,Engineering,Lead / Staff,Remote,,,
greenhouse:pantheon:8056102,Pantheon,Staff Software Engineer - Data Platform,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=8056102,2026-08-07T17:45:50-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,CI/CD; Docker; Google Cloud; Kubernetes; LLMs; Machine Learning; Observability; Python; Snowflake; Terraform; WordPress,Engineering,Lead / Staff,Remote,,,
greenhouse:pantheon:8017621,Pantheon,Technical Operations Manager,"Canada, remote",https://pantheon.io/about/careers/detail?gh_jid=8017621,2026-06-18T20:34:16-04:00,greenhouse,2026-08-18T14:46:54Z,Product,,,JavaScript; Python; WordPress,Operations,Manager,Remote,,,
lever:kinsta:9da9a748-f858-4fcc-bef9-277c45e88d57,Kinsta,Business Development Representative,Prague,https://jobs.lever.co/kinsta/9da9a748-f858-4fcc-bef9-277c45e88d57,2026-05-15,lever,2026-08-18T14:46:54Z,Sales,Full-time Remote,Remote,HubSpot; Salesforce; WordPress,Sales,Unknown,Remote,,,
lever:kinsta:da9a4b20-78b4-4a0b-9063-090a8ab7569f,Kinsta,Malware & Abuse Engineer,Budapest,https://jobs.lever.co/kinsta/da9a4b20-78b4-4a0b-9063-090a8ab7569f,2026-07-20,lever,2026-08-18T14:46:54Z,Malware and Abuse,Full-time Remote,Remote,CDN; DNS; JavaScript; Linux; MariaDB; MySQL; Nginx; Observability; PHP; Technical Support; WordPress,Security,Unknown,Remote,,,
lever:kinsta:44982157-55fc-42e7-b5ce-3f8bfc3f65c7,Kinsta,Senior Product Designer,Budapest,https://jobs.lever.co/kinsta/44982157-55fc-42e7-b5ce-3f8bfc3f65c7,2026-08-07,lever,2026-08-18T14:46:54Z,Product Design,Full-time Remote,Remote,Product Management; WordPress,Design,Senior,Remote,,,
lever:siteground:f3e78210-c419-449a-92fe-264344b90377,SiteGround,Front-End Engineer (Design System),Sofia,https://jobs.lever.co/siteground/f3e78210-c419-449a-92fe-264344b90377,2026-06-17,lever,2026-08-18T14:46:54Z,Engineering,Full-time,Hybrid,JavaScript; React; TypeScript,Engineering,Unknown,Hybrid,,,
lever:siteground:306623b7-b077-484c-a997-c5b5e96aef6b,SiteGround,Web - Graphic Designer,Sofia,https://jobs.lever.co/siteground/306623b7-b077-484c-a997-c5b5e96aef6b,2025-10-09,lever,2026-08-18T14:46:54Z,Web Designers,Full-time,Hybrid,,Design,Unknown,Hybrid,,,
greenhouse:godaddy:7728168003,GoDaddy,Aftermarket - Technical Support I,Bulgaria,https://careers.godaddy/jobs?gh_jid=7728168003,2026-05-19T04:18:24-04:00,greenhouse,2026-08-18T14:46:54Z,Aftermarket,,,DNS; Salesforce; Technical Support,Customer Support,Entry Level,On-site,,,
greenhouse:godaddy:7837197003,GoDaddy,Desktop Support Technician,"Santa Clara, California, United States",https://careers.godaddy/jobs?gh_jid=7837197003,2026-08-17T13:04:40-04:00,greenhouse,2026-08-18T14:46:54Z,IT Ops,,,Technical Support,Customer Support,Unknown,On-site,,,
greenhouse:godaddy:7823078003,GoDaddy,Director of Engineering Identity Platform,United States,https://careers.godaddy/jobs?gh_jid=7823078003,2026-08-06T11:14:14-04:00,greenhouse,2026-08-18T14:46:54Z,ManagerCore,,,AWS; Incident Response; Java; Observability; Python; React,Engineering,Director,On-site,,,
greenhouse:godaddy:7682449003,GoDaddy,Director Product  - Developer Experience and UX Platform,Ontario,https://careers.godaddy/jobs?gh_jid=7682449003,2026-07-31T03:57:33-04:00,greenhouse,2026-08-18T14:46:54Z,Product Management,,,CI/CD; LLMs; Observability; Product Management,Design,Director,On-site,,,
greenhouse:godaddy:6690965003,GoDaddy,Lead Site Reliability Engineer - Ceph Storage,United States,https://careers.godaddy/jobs?gh_jid=6690965003,2025-09-25T13:57:53-04:00,greenhouse,2026-08-18T14:46:54Z,IT Ops,,,Ansible; Go; Kubernetes; Observability; Python; Terraform; WordPress Multisite,Infrastructure / SRE,Lead / Staff,On-site,,,
greenhouse:godaddy:7823080003,GoDaddy,Lead UX Designer,Serbia,https://careers.godaddy/jobs?gh_jid=7823080003,2026-08-11T17:53:28-04:00,greenhouse,2026-08-18T14:46:54Z,User Experience,,,Product Management,Design,Lead / Staff,On-site,,,
greenhouse:godaddy:5240599003,GoDaddy,New Opportunities with GoDaddy,United States,https://careers.godaddy/jobs?gh_jid=5240599003,2022-07-26T17:18:20-04:00,greenhouse,2026-08-18T14:46:54Z,,,,,Other,Unknown,On-site,,,
greenhouse:godaddy:7764901003,GoDaddy,Principal ML Scientist,United States,https://careers.godaddy/jobs?gh_jid=7764901003,2026-07-23T12:49:05-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,Generative AI; LLMs; MLOps; Machine Learning; Observability; Python; RAG,AI / Machine Learning,Lead / Staff,On-site,,,
greenhouse:godaddy:7793442003,GoDaddy,Senior Accountant - General Ledger (Night Shift - PST),India,https://careers.godaddy/jobs?gh_jid=7793442003,2026-08-05T09:02:12-04:00,greenhouse,2026-08-18T14:46:54Z,Finance & Accounting,,,Power BI; Python; Risk Management; SQL,Finance,Senior,On-site,,,
greenhouse:godaddy:7674575003,GoDaddy,Senior Backend Software Engineer,Colombia,https://careers.godaddy/jobs?gh_jid=7674575003,2026-04-06T01:39:09-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AWS; CI/CD; Java; LLMs; Observability; Prompt Engineering; RAG; SQL; Salesforce; TypeScript,Engineering,Senior,On-site,,,
greenhouse:godaddy:7682435003,GoDaddy,Senior Manager Site Reliability Engineer,India,https://careers.godaddy/jobs?gh_jid=7682435003,2026-05-20T09:23:57-04:00,greenhouse,2026-08-18T14:46:54Z,ManagerCore,,,AWS; CI/CD; Go; Grafana; Incident Response; Kubernetes; Observability; PostgreSQL; Prometheus; Python; Terraform,Infrastructure / SRE,Manager,On-site,,,
greenhouse:godaddy:7735915003,GoDaddy,Senior Manager System Engineering,Colombia,https://careers.godaddy/jobs?gh_jid=7735915003,2026-06-02T14:44:50-04:00,greenhouse,2026-08-18T14:46:54Z,ManagerCore,,,AWS; Databricks; Incident Response; LLMs; Observability,Infrastructure / SRE,Manager,On-site,,,
greenhouse:godaddy:7786998003,GoDaddy,Senior Motion Designer,Canada,https://careers.godaddy/jobs?gh_jid=7786998003,2026-07-17T18:08:15-04:00,greenhouse,2026-08-18T14:46:54Z,User Experience,,,,Design,Senior,On-site,,,
greenhouse:godaddy:7820547003,GoDaddy,Senior Security Engineer,United States,https://careers.godaddy/jobs?gh_jid=7820547003,2026-08-04T13:24:44-04:00,greenhouse,2026-08-18T14:46:54Z,IT Ops,,,AWS; Bash; Incident Response; LLMs; Linux; Machine Learning; Python,Security,Senior,On-site,,,
greenhouse:godaddy:7820529003,GoDaddy,Senior Site Reliability Engineer,Bulgaria,https://careers.godaddy/jobs?gh_jid=7820529003,2026-08-04T04:31:22-04:00,greenhouse,2026-08-18T14:46:54Z,IT Ops,,,Ansible; Bash; CI/CD; DNS; Docker; Generative AI; Grafana; Incident Response; Kubernetes; LLMs; Linux; Machine Learning; Observability; Prometheus; Python; Terraform,Infrastructure / SRE,Senior,On-site,,,
greenhouse:godaddy:7753818003,GoDaddy,Senior Software Development Engineer,Colombia,https://careers.godaddy/jobs?gh_jid=7753818003,2026-06-24T11:29:25-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AI Agents; AWS; CI/CD; Docker; Elasticsearch; Go; Incident Response; Kubernetes; LLMs; Microsoft Azure; MongoDB; Node.js; Observability; PostgreSQL; Python; RAG; React; Redis; SQL; Vector Databases; Vue.js,Engineering,Senior,On-site,,,
greenhouse:godaddy:7820541003,GoDaddy,Senior Software Development Engineer,Canada,https://careers.godaddy/jobs?gh_jid=7820541003,2026-08-16T13:10:45-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AWS; CI/CD; JavaScript; Node.js; Observability; React,Engineering,Senior,On-site,,,
greenhouse:godaddy:6620837003,GoDaddy,Senior Software Engineer- Backend/Infrastructure,Canada,https://careers.godaddy/jobs?gh_jid=6620837003,2025-08-01T16:20:18-04:00,greenhouse,2026-08-18T14:46:54Z,Engineering,,,AWS; CI/CD; Elasticsearch; Java; Kubernetes; Node.js; Observability; SQL,Infrastructure / SRE,Senior,On-site,,,
greenhouse:godaddy:7836168003,GoDaddy,"Senior Technical Program Manager - Data, AI Governance and SOX Compliance",Canada,https://careers.godaddy/jobs?gh_jid=7836168003,2026-08-13T17:45:31-04:00,greenhouse,2026-08-18T14:46:54Z,Project/Program Management,,,,AI / Machine Learning,Manager,On-site,,,
greenhouse:godaddy:7787000003,GoDaddy,Site Merchandising Manager,India,https://careers.godaddy/jobs?gh_jid=7787000003,2026-08-11T05:52:29-04:00,greenhouse,2026-08-18T14:46:54Z,Marketing,,,Project Management,Marketing,Manager,On-site,,,
