job_id,company,title,location,job_url,date_posted,source,collected_at,department,employment_type,remote_status,skills,function,seniority,remote_classification,salary_min,salary_max,salary_currency
workday:wpengine:JR102815,WP Engine,Software Engineer,2 Locations,https://wpengine.wd1.myworkdayjobs.com/WP_Engine/job/Krakow/Software-Engineer_JR102815,2026-07-15,workday,2026-09-01T03:52:09Z,,,,AWS; CI/CD; Datadog; Docker; Git; Go; Google Cloud; Kubernetes; MySQL; Observability; OpenTelemetry; PHP; PostgreSQL; Prometheus; Python; Ruby; SQL; Terraform; WordPress,Engineering,Unknown,On-site,,,
greenhouse:automattic:6381135,Automattic,"Account Executive, Public Sector",,https://automattic.com/work-with-us/job/account-executive-public-sector/,,automattic,2026-09-01T03:52:09Z,WordPress VIP,,,Salesforce; WooCommerce; WordPress; WordPress VIP,Sales,Unknown,Unknown,,,
greenhouse:automattic:5867610,Automattic,"Account Executive, WordPress VIP",,https://automattic.com/work-with-us/job/account-executive-wordpress-vip/,,automattic,2026-09-01T03:52:09Z,WordPress VIP,,,Salesforce; WooCommerce; WordPress; WordPress VIP,Sales,Unknown,Unknown,,,
greenhouse:automattic:7585684,Automattic,"Customer Success Engineer, VIP",,https://automattic.com/work-with-us/job/customer-success-engineer-vip/,,automattic,2026-09-01T03:52:09Z,WordPress VIP,,,Customer Success; DNS; Git; Incident Response; JavaScript; Observability; PHP; Salesforce; Technical Support; WP-CLI; WooCommerce; WordPress; WordPress VIP,Customer Success,Unknown,Unknown,,,
greenhouse:automattic:6894268,Automattic,"Director of Strategic Partnerships, WooCommerce",,https://automattic.com/work-with-us/job/director-of-strategic-partnerships-woocommerce/,,automattic,2026-09-01T03:52:09Z,WooCommerce,,,Partnerships; Salesforce; WooCommerce; WordPress; WordPress VIP,Other,Director,Unknown,,,
greenhouse:automattic:8076786,Automattic,Executive Assistant to CEO,,https://automattic.com/work-with-us/job/executive-assistant-to-ceo/,,automattic,2026-09-01T03:52:09Z,Automattic,,,WooCommerce; WordPress,Operations,Executive,Unknown,,,
greenhouse:automattic:5862239,Automattic,Experienced Software Engineer,,https://automattic.com/work-with-us/job/experienced-software-engineer/,,automattic,2026-09-01T03:52:09Z,,,,CI/CD; Gutenberg; JavaScript; PHP; WooCommerce; WordPress,Engineering,Unknown,Unknown,,,
greenhouse:automattic:7889285,Automattic,"Global Account Director, Payment Partnerships - WooCommerce",,https://automattic.com/work-with-us/job/global-account-director-payment-partnerships-woocommerce/,,automattic,2026-09-01T03:52:09Z,WooCommerce,,,Account Management; Partnerships; Salesforce; WooCommerce; WordPress; WordPress VIP,Other,Director,Unknown,,,
greenhouse:automattic:7796540,Automattic,"Product Manager, Growth & Analytics, Beeper",,https://automattic.com/work-with-us/job/product-manager-growth-analytics-beeper/,,automattic,2026-09-01T03:52:09Z,Automattic,,,Product Management; SQL; WooCommerce; WordPress,Data / Analytics,Manager,Unknown,,,
greenhouse:automattic:8073186,Automattic,"Sales Account Executive, Pressable",,https://automattic.com/work-with-us/job/sales-account-executive-pressable/,,automattic,2026-09-01T03:52:09Z,Pressable,,,Account Management; HubSpot; WooCommerce; WordPress,Sales,Unknown,Unknown,,,
greenhouse:automattic:7946386,Automattic,"Senior Manager, Demand Generation, WordPress VIP",,https://automattic.com/work-with-us/job/senior-manager-demand-generation-wordpress-vip/,,automattic,2026-09-01T03:52:09Z,WordPress VIP,,,AI Agents; Customer Success; HubSpot; LLMs; Looker; Salesforce; Tableau; WooCommerce; WordPress; WordPress VIP,Marketing,Manager,Unknown,,,
greenhouse:automattic:7482826,Automattic,"Senior Partner Manager, Enterprise",,https://automattic.com/work-with-us/job/senior-partner-manager-enterprise/,,automattic,2026-09-01T03:52:09Z,Automattic for Agencies,,,Customer Success; Partnerships; WooCommerce; WordPress; WordPress VIP,Other,Manager,Unknown,,,
greenhouse:automattic:7482858,Automattic,"Senior Product Manager, Payments",,https://automattic.com/work-with-us/job/senior-product-manager-payments/,,automattic,2026-09-01T03:52:09Z,WooCommerce,,,Partnerships; WooCommerce; WordPress,Product,Manager,Unknown,,,
greenhouse:automattic:7475345,Automattic,Senior Revenue Operations Manager,,https://automattic.com/work-with-us/job/senior-revenue-operations-manager/,,automattic,2026-09-01T03:52:09Z,WooCommerce,,,Customer Success; Python; SQL; Salesforce; WooCommerce; WordPress,Sales,Manager,Unknown,,,
greenhouse:automattic:8077926,Automattic,"Senior Sales Account Executive, Pressable",,https://automattic.com/work-with-us/job/senior-sales-account-executive-pressable/,,automattic,2026-09-01T03:52:09Z,Pressable,,,Account Management; HubSpot; WooCommerce; WordPress,Sales,Senior,Unknown,,,
greenhouse:automattic:5980233,Automattic,Senior Systems Engineer,,https://automattic.com/work-with-us/job/senior-systems-engineer/,,automattic,2026-09-01T03:52:09Z,Systems,,,Load Balancing; MariaDB; MySQL; Nginx; Observability; PHP; WooCommerce; WordPress,Infrastructure / SRE,Senior,Unknown,,,
greenhouse:automattic:7875064,Automattic,"Support Engineer, VIP",,https://automattic.com/work-with-us/job/support-engineer-vip/,,automattic,2026-09-01T03:52:09Z,WordPress VIP,,,Customer Success; DNS; Git; Gutenberg; JavaScript; Observability; PHP; Salesforce; Technical Support; WP-CLI; WooCommerce; WordPress; WordPress VIP,Customer Support,Unknown,Unknown,,,
greenhouse:automattic:6458591,Automattic,"Technical Account Manager, Automattic Special Projects Team",,https://automattic.com/work-with-us/job/technical-account-manager-automattic-special-projects-team/,,automattic,2026-09-01T03:52:09Z,Automattic,,,Customer Success; DNS; Product Management; Project Management; SEO; WooCommerce; WordPress,Customer Success,Manager,Unknown,,,
greenhouse:automattic:5442133,Automattic,"Technical Account Manager, Newspack",,https://automattic.com/work-with-us/job/technical-account-manager-newspack/,,automattic,2026-09-01T03:52:09Z,Newspack,,,Account Management; Customer Success; PHP; Partnerships; Project Management; Technical Support; WooCommerce; WordPress,Customer Success,Manager,Unknown,,,
greenhouse:automattic:6251601,Automattic,Join Automattic’s Extraordinary Talent Community,,https://automattic.com/work-with-us/job/join-automattics-extraordinary-talent-community/,,automattic,2026-09-01T03:52:09Z,,,,WooCommerce; WordPress,HR / People,Unknown,Remote,,,
greenhouse:pressable:8077929,Pressable,Sales Account Executive,Remote,https://job-boards.greenhouse.io/pressable/jobs/8077929,2026-07-21T16:32:29-04:00,greenhouse,2026-09-01T03:52:09Z,Business Development Representative,,,Account Management; HubSpot; WooCommerce; WordPress,Sales,Unknown,Remote,,,
greenhouse:pressable:8077931,Pressable,Senior Sales Account Executive,Remote,https://job-boards.greenhouse.io/pressable/jobs/8077931,2026-07-21T17:58:12-04:00,greenhouse,2026-09-01T03:52:09Z,Business Development Representative,,,Account Management; HubSpot; WooCommerce; WordPress,Sales,Senior,Remote,,,
greenhouse:pantheon:8144533,Pantheon,Engineering Manager,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=8144533,2026-08-20T12:45:16-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AI Agents; AWS; Account Management; Elasticsearch; Go; Google Cloud; GraphQL; Microsoft Azure; Next.js; Python; Terraform; WordPress,Engineering,Manager,Remote,,,
greenhouse:pantheon:8144542,Pantheon,Engineering Manager,United States (remote),https://pantheon.io/about/careers/detail?gh_jid=8144542,2026-08-20T12:45:17-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AI Agents; AWS; Account Management; Elasticsearch; Go; Google Cloud; GraphQL; Microsoft Azure; Next.js; Python; Terraform; WordPress,Engineering,Manager,Remote,,,
greenhouse:pantheon:7736696,Pantheon,Executive Assistant,"Chicago, IL, USA",https://pantheon.io/about/careers/detail?gh_jid=7736696,2026-03-19T17:18:54-04:00,greenhouse,2026-09-01T03:52:09Z,General & Administrative,,,Project Management; WordPress,Operations,Unknown,On-site,,,
greenhouse:pantheon:8106304,Pantheon,Founding Ecosystem Engineer,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8106304,2026-08-04T15:17:02-04:00,greenhouse,2026-09-01T03:52:09Z,Sales,,,GraphQL; JavaScript; Next.js; React; WordPress,Infrastructure / SRE,Unknown,Remote,,,
greenhouse:pantheon:8044780,Pantheon,Global Employee Experience Specialist,"Vancouver, BC, Canada, San Francisco Bay Area, CA, US, Chicago, IL, US",https://pantheon.io/about/careers/detail?gh_jid=8044780,2026-07-06T17:40:53-04:00,greenhouse,2026-09-01T03:52:09Z,People,,,WordPress,Other,Unknown,On-site,,,
greenhouse:pantheon:8060753,Pantheon,GTM Systems Administrator,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8060753,2026-07-14T13:20:59-04:00,greenhouse,2026-09-01T03:52:09Z,Finance & Accounting,,,HubSpot; WordPress,Finance,Unknown,Remote,,,
greenhouse:pantheon:8092945,Pantheon,IT & Business Systems Delivery Lead,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8092945,2026-07-29T12:25:33-04:00,greenhouse,2026-09-01T03:52:09Z,Information Technology,,,WordPress,Other,Lead / Staff,Remote,,,
greenhouse:pantheon:7958582,Pantheon,Product Marketing Manager,"United States (Remote) , Canada (Remote)",https://pantheon.io/about/careers/detail?gh_jid=7958582,2026-05-26T16:17:40-04:00,greenhouse,2026-09-01T03:52:09Z,Product Marketing,,,Product Management; Salesforce; WordPress,Marketing,Manager,Remote,,,
greenhouse:pantheon:8036474,Pantheon,Sales Engineer,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8036474,2026-06-30T17:47:06-04:00,greenhouse,2026-09-01T03:52:09Z,Sales,,,JavaScript; Next.js; WordPress,Sales,Unknown,Remote,,,
greenhouse:pantheon:8056238,Pantheon,Senior Analytics Engineer,Canada ,https://pantheon.io/about/careers/detail?gh_jid=8056238,2026-07-10T17:12:50-04:00,greenhouse,2026-09-01T03:52:09Z,Finance & Accounting,,,CI/CD; Git; GitHub Actions; Looker; SQL; Salesforce; Snowflake; WordPress; dbt,Data / Analytics,Senior,On-site,,,
greenhouse:pantheon:8056205,Pantheon,Senior Analytics Engineer,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8056205,2026-07-10T17:12:49-04:00,greenhouse,2026-09-01T03:52:09Z,Finance & Accounting,,,CI/CD; Git; GitHub Actions; Looker; SQL; Salesforce; Snowflake; WordPress; dbt,Data / Analytics,Senior,Remote,,,
greenhouse:pantheon:8029559,Pantheon,Senior GTM Growth Marketer,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8029559,2026-06-26T16:47:47-04:00,greenhouse,2026-09-01T03:52:09Z,Sales,,,WordPress,Marketing,Senior,Remote,,,
greenhouse:pantheon:7998061,Pantheon,"Senior Product Manager, Next.js Platform",Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=7998061,2026-06-10T17:54:28-04:00,greenhouse,2026-09-01T03:52:09Z,Product,,,Cloudflare; Next.js; Product Management; React; WordPress,Product,Manager,Remote,,,
greenhouse:pantheon:7998059,Pantheon,"Senior Product Manager, Next.js Platform",United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=7998059,2026-06-10T17:54:27-04:00,greenhouse,2026-09-01T03:52:09Z,Product,,,Cloudflare; Next.js; Product Management; React; WordPress,Product,Manager,Remote,,,
greenhouse:pantheon:7843250,Pantheon,Senior Software Engineer - Collaborative Web Platform,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=7843250,2026-04-22T17:36:52-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; CDN; Google Cloud; GraphQL; Microsoft Azure; Next.js; WordPress,Engineering,Senior,Remote,,,
greenhouse:pantheon:8024927,Pantheon,Senior Software Engineer - New Customer Experience,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8024927,2026-06-23T17:51:15-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; Go; Google Cloud; GraphQL; JavaScript; Kubernetes; Next.js; Python; Terraform; WordPress,Engineering,Senior,Remote,,,
greenhouse:pantheon:8009175,Pantheon,Senior Software Engineer - New Customer Experience,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=8009175,2026-06-15T21:24:46-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; Go; Google Cloud; GraphQL; JavaScript; Kubernetes; Next.js; Python; Terraform; WordPress,Engineering,Senior,Remote,,,
greenhouse:pantheon:7647311,Pantheon,Software Engineer II - Data Platform,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=7647311,2026-02-24T02:29:08-05:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,CI/CD; Docker; Git; Go; Kubernetes; Looker; Machine Learning; MySQL; Observability; PostgreSQL; Python; SQL; Snowflake; Terraform; WordPress; dbt,Engineering,Mid Level,Remote,,,
greenhouse:pantheon:8039985,Pantheon,Software Engineer II - Data Platform,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8039985,2026-06-30T19:08:20-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,CI/CD; Docker; Git; Go; Kubernetes; Looker; Machine Learning; MySQL; Observability; PostgreSQL; Python; SQL; Snowflake; Terraform; WordPress; dbt,Engineering,Mid Level,Remote,,,
greenhouse:pantheon:8075768,Pantheon,Sr. Manager of RevOps - Marketing,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8075768,2026-07-21T16:52:13-04:00,greenhouse,2026-09-01T03:52:09Z,Finance & Accounting,,,Project Management; WordPress,Marketing,Manager,Remote,,,
greenhouse:pantheon:8037598,Pantheon,Staff Security Engineer - Security Operations,"Dublin, Ireland",https://pantheon.io/about/careers/detail?gh_jid=8037598,2026-06-30T00:59:50-04:00,greenhouse,2026-09-01T03:52:09Z,Information Security,,,AWS; Bash; GDPR; Google Cloud; Incident Response; Observability; PCI DSS; Python; SIEM; SOC 2,Security,Lead / Staff,On-site,,,
greenhouse:pantheon:8142095,Pantheon,Staff Security Engineer - Security Operations,United Kingdom,https://pantheon.io/about/careers/detail?gh_jid=8142095,2026-08-19T13:15:47-04:00,greenhouse,2026-09-01T03:52:09Z,Information Security,,,AWS; Bash; GDPR; Google Cloud; Incident Response; Observability; PCI DSS; Python; SIEM; SOC 2,Security,Lead / Staff,On-site,,,
greenhouse:pantheon:7829354,Pantheon,Staff Software Engineer - Collaborative Web Platform,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=7829354,2026-04-19T18:53:14-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; CDN; Cloudflare; Google Cloud; GraphQL; Microsoft Azure; Next.js; Observability; WordPress,Engineering,Lead / Staff,Remote,,,
greenhouse:pantheon:8017939,Pantheon,Staff Software Engineer - Collaborative Web Platform,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=8017939,2026-06-19T01:01:38-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; CDN; Cloudflare; Google Cloud; GraphQL; Microsoft Azure; Next.js; Observability; WordPress,Engineering,Lead / Staff,Remote,,,
greenhouse:pantheon:8054337,Pantheon,Staff Software Engineer - Data Platform,United States (Remote),https://pantheon.io/about/careers/detail?gh_jid=8054337,2026-07-09T16:27:53-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,CI/CD; Docker; Google Cloud; Kubernetes; LLMs; Machine Learning; Observability; Python; Snowflake; Terraform; WordPress,Engineering,Lead / Staff,Remote,,,
greenhouse:pantheon:8056102,Pantheon,Staff Software Engineer - Data Platform,Canada (Remote),https://pantheon.io/about/careers/detail?gh_jid=8056102,2026-08-07T17:45:50-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,CI/CD; Docker; Google Cloud; Kubernetes; LLMs; Machine Learning; Observability; Python; Snowflake; Terraform; WordPress,Engineering,Lead / Staff,Remote,,,
greenhouse:pantheon:8017621,Pantheon,Technical Operations Manager,"Canada, remote",https://pantheon.io/about/careers/detail?gh_jid=8017621,2026-06-18T20:34:16-04:00,greenhouse,2026-09-01T03:52:09Z,Product,,,JavaScript; Python; WordPress,Operations,Manager,Remote,,,
lever:kinsta:44982157-55fc-42e7-b5ce-3f8bfc3f65c7,Kinsta,Senior Product Designer,Budapest,https://jobs.lever.co/kinsta/44982157-55fc-42e7-b5ce-3f8bfc3f65c7,2026-08-07,lever,2026-09-01T03:52:09Z,Product Design,Full-time Remote,Remote,Product Management; WordPress,Design,Senior,Remote,,,
lever:siteground:306623b7-b077-484c-a997-c5b5e96aef6b,SiteGround,Web - Graphic Designer,Sofia,https://jobs.lever.co/siteground/306623b7-b077-484c-a997-c5b5e96aef6b,2025-10-09,lever,2026-09-01T03:52:09Z,Web Designers,Full-time,Hybrid,,Design,Unknown,Hybrid,,,
greenhouse:godaddy:7728168003,GoDaddy,Aftermarket - Technical Support I,Bulgaria,https://careers.godaddy/jobs?gh_jid=7728168003,2026-05-19T04:18:24-04:00,greenhouse,2026-09-01T03:52:09Z,Aftermarket,,,DNS; Salesforce; Technical Support,Customer Support,Entry Level,On-site,,,
greenhouse:godaddy:7242446003,GoDaddy,Commerce Lifecycle Marketing Manager,Canada,https://careers.godaddy/jobs?gh_jid=7242446003,2025-11-04T07:59:22-05:00,greenhouse,2026-09-01T03:52:09Z,Marketing,,,Project Management; SQL; Salesforce,Marketing,Manager,On-site,,,
greenhouse:godaddy:7823365003,GoDaddy,Contract Lifecycle Management Engineer,India,https://careers.godaddy/jobs?gh_jid=7823365003,2026-08-20T07:51:04-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,JavaScript; Python; SQL,Engineering,Unknown,On-site,,,
greenhouse:godaddy:7836166003,GoDaddy,Data Center Technician,France,https://careers.godaddy/jobs?gh_jid=7836166003,2026-08-24T11:13:20-04:00,greenhouse,2026-09-01T03:52:09Z,Data Center,,,Bash; DNS; Linux; Python,Infrastructure / SRE,Unknown,On-site,,,
greenhouse:godaddy:7978472003,GoDaddy,Director Commerce Support,United States,https://careers.godaddy/jobs?gh_jid=7978472003,2026-08-28T12:13:07-04:00,greenhouse,2026-09-01T03:52:09Z,Care Sales,,,Customer Success,Customer Support,Director,On-site,,,
greenhouse:godaddy:7823078003,GoDaddy,Director of Engineering Identity Platform,United States,https://careers.godaddy/jobs?gh_jid=7823078003,2026-08-06T11:14:14-04:00,greenhouse,2026-09-01T03:52:09Z,ManagerCore,,,AWS; GraphQL; Incident Response; Java; Observability; Python; React,Engineering,Director,On-site,,,
greenhouse:godaddy:7682449003,GoDaddy,Director Product  - Developer Experience and UX Platform,Ontario,https://careers.godaddy/jobs?gh_jid=7682449003,2026-07-31T03:57:33-04:00,greenhouse,2026-09-01T03:52:09Z,Product Management,,,CI/CD; LLMs; Observability; Product Management,Design,Director,On-site,,,
greenhouse:godaddy:7978332003,GoDaddy,Inbound Sales Guide,"Nottingham, England, United Kingdom",https://careers.godaddy/jobs?gh_jid=7978332003,2026-08-28T11:36:22-04:00,greenhouse,2026-09-01T03:52:09Z,Care Sales,,,,Sales,Unknown,On-site,,,
greenhouse:godaddy:6690965003,GoDaddy,Lead Site Reliability Engineer - Ceph Storage,United States,https://careers.godaddy/jobs?gh_jid=6690965003,2025-09-25T13:57:53-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,Ansible; Go; Kubernetes; Observability; Python; Terraform; WordPress Multisite,Infrastructure / SRE,Lead / Staff,On-site,,,
greenhouse:godaddy:7823080003,GoDaddy,Lead UX Designer,Serbia,https://careers.godaddy/jobs?gh_jid=7823080003,2026-08-11T17:53:28-04:00,greenhouse,2026-09-01T03:52:09Z,User Experience,,,Product Management,Design,Lead / Staff,On-site,,,
greenhouse:godaddy:5240599003,GoDaddy,New Opportunities with GoDaddy,United States,https://careers.godaddy/jobs?gh_jid=5240599003,2022-07-26T17:18:20-04:00,greenhouse,2026-09-01T03:52:09Z,,,,,Other,Unknown,On-site,,,
greenhouse:godaddy:6646397003,GoDaddy,Principal Engineer Cryptography,United States,https://careers.godaddy/jobs?gh_jid=6646397003,2025-07-21T22:52:35-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; Ansible; C++; CI/CD; Go; Google Cloud; Java; Kubernetes; Microsoft Azure; Observability; Python; Terraform,Engineering,Lead / Staff,On-site,,,
greenhouse:godaddy:7796115003,GoDaddy,Product Manager,India,https://careers.godaddy/jobs?gh_jid=7796115003,2026-07-21T12:04:05-04:00,greenhouse,2026-09-01T03:52:09Z,Product Management,,,Product Management,Product,Manager,On-site,,,
greenhouse:godaddy:7735908003,GoDaddy,Salesforce Admin – Systems,"Gurugram, Haryana, India",https://careers.godaddy/jobs?gh_jid=7735908003,2026-06-08T15:21:34-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,Observability; Salesforce,Sales,Unknown,On-site,,,
greenhouse:godaddy:7863287003,GoDaddy,Senior Accountant,India,https://careers.godaddy/jobs?gh_jid=7863287003,2026-08-27T07:42:54-04:00,greenhouse,2026-09-01T03:52:09Z,Finance & Accounting,,,SQL,Finance,Senior,On-site,,,
greenhouse:godaddy:7447658003,GoDaddy,"Senior AI, Automation & Analytics - Assurance, Risk and Compliance (ARC)",India,https://careers.godaddy/jobs?gh_jid=7447658003,2025-10-13T00:34:07-04:00,greenhouse,2026-09-01T03:52:09Z,Finance & Accounting,,,AWS; CI/CD; Generative AI; Observability; Power BI; Python; Risk Management; SQL,AI / Machine Learning,Senior,On-site,,,
greenhouse:godaddy:7674575003,GoDaddy,Senior Backend Software Engineer,Colombia,https://careers.godaddy/jobs?gh_jid=7674575003,2026-04-06T01:39:09-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; CI/CD; Java; LLMs; Observability; Prompt Engineering; RAG; SQL; Salesforce; TypeScript,Engineering,Senior,On-site,,,
greenhouse:godaddy:7823082003,GoDaddy,Senior Cloud Network Security Engineer,India,https://careers.godaddy/jobs?gh_jid=7823082003,2026-08-25T09:23:40-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,AWS; CI/CD; Go; ISO 27001; Incident Response; Java; Observability; PCI DSS; Python; SOC 2; Terraform,Security,Senior,On-site,,,
greenhouse:godaddy:7735915003,GoDaddy,Senior Manager System Engineering,Colombia,https://careers.godaddy/jobs?gh_jid=7735915003,2026-06-02T14:44:50-04:00,greenhouse,2026-09-01T03:52:09Z,ManagerCore,,,AWS; Databricks; Incident Response; LLMs; Observability,Infrastructure / SRE,Manager,On-site,,,
greenhouse:godaddy:7786998003,GoDaddy,Senior Motion Designer,Canada,https://careers.godaddy/jobs?gh_jid=7786998003,2026-07-17T18:08:15-04:00,greenhouse,2026-09-01T03:52:09Z,User Experience,,,,Design,Senior,On-site,,,
greenhouse:godaddy:7820547003,GoDaddy,Senior Security Engineer,United States,https://careers.godaddy/jobs?gh_jid=7820547003,2026-08-04T13:24:44-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,AWS; Bash; Incident Response; LLMs; Linux; Machine Learning; Python,Security,Senior,On-site,,,
greenhouse:godaddy:7820529003,GoDaddy,Senior Site Reliability Engineer,Bulgaria,https://careers.godaddy/jobs?gh_jid=7820529003,2026-08-04T04:31:22-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,Ansible; Bash; CI/CD; DNS; Docker; Generative AI; GitHub Actions; Grafana; Incident Response; Jenkins; Kubernetes; LLMs; Linux; Machine Learning; Observability; Prometheus; Python; Terraform,Infrastructure / SRE,Senior,On-site,,,
greenhouse:godaddy:7882553003,GoDaddy,Senior Site Reliability Engineer - Cloud Platform,"British Columbia, Canada",https://careers.godaddy/jobs?gh_jid=7882553003,2026-08-24T13:59:32-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,AWS; CI/CD; Incident Response; Linux; Observability; Python,Infrastructure / SRE,Senior,On-site,,,
greenhouse:godaddy:7882551003,GoDaddy,Senior Site Reliability Engineer - Cloud Platform,Romania,https://careers.godaddy/jobs?gh_jid=7882551003,2026-08-24T11:40:20-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,AWS; CI/CD; Incident Response; Linux; Observability; Python,Infrastructure / SRE,Senior,On-site,,,
greenhouse:godaddy:7820541003,GoDaddy,Senior Software Development Engineer,Canada,https://careers.godaddy/jobs?gh_jid=7820541003,2026-08-16T13:10:45-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; CI/CD; GitHub Actions; JavaScript; Node.js; Observability; React,Engineering,Senior,On-site,,,
