snapshot_date,company,sector,skill,category,jobs_requiring_skill,jobs_analysed,demand_rate
2026-09-01,DigitalOcean,Managed WordPress Hosting,PHP,Programming,4,140,2.9
2026-09-01,DigitalOcean,Managed WordPress Hosting,Ruby,Programming,4,140,2.9
2026-09-01,DigitalOcean,Managed WordPress Hosting,WAF,Security,4,140,2.9
2026-09-01,DigitalOcean,Managed WordPress Hosting,Cloudflare,Cloud,3,140,2.1
2026-09-01,DigitalOcean,Managed WordPress Hosting,DDoS Mitigation,Security,3,140,2.1
2026-09-01,DigitalOcean,Managed WordPress Hosting,DNS,Infrastructure,3,140,2.1
2026-09-01,DigitalOcean,Managed WordPress Hosting,ISO 27001,Security,3,140,2.1
2026-09-01,DigitalOcean,Managed WordPress Hosting,MLOps,AI,3,140,2.1
2026-09-01,DigitalOcean,Managed WordPress Hosting,Machine Learning,AI,3,140,2.1
2026-09-01,DigitalOcean,Managed WordPress Hosting,Penetration Testing,Security,3,140,2.1
2026-09-01,DigitalOcean,Managed WordPress Hosting,C++,Programming,2,140,1.4
2026-09-01,DigitalOcean,Managed WordPress Hosting,Datadog,Infrastructure,2,140,1.4
2026-09-01,DigitalOcean,Managed WordPress Hosting,PCI DSS,Security,2,140,1.4
2026-09-01,DigitalOcean,Managed WordPress Hosting,Argo CD,Infrastructure,1,140,0.7
2026-09-01,DigitalOcean,Managed WordPress Hosting,Jenkins,Infrastructure,1,140,0.7
2026-09-01,DigitalOcean,Managed WordPress Hosting,Project Management,Business,1,140,0.7
2026-09-01,DigitalOcean,Managed WordPress Hosting,Risk Management,Business,1,140,0.7
2026-09-01,DigitalOcean,Managed WordPress Hosting,Snowflake,Data,1,140,0.7
2026-09-01,DigitalOcean,Managed WordPress Hosting,Vector Databases,AI,1,140,0.7
2026-09-01,Newfold Digital,Managed WordPress Hosting,WordPress,WordPress,9,40,22.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,DNS,Infrastructure,6,40,15.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Observability,Infrastructure,6,40,15.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Technical Support,Business,6,40,15.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Account Management,Business,5,40,12.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Customer Success,Business,5,40,12.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Linux,Infrastructure,5,40,12.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,CI/CD,Infrastructure,4,40,10.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Docker,Infrastructure,4,40,10.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Kubernetes,Infrastructure,4,40,10.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Microsoft Azure,Cloud,4,40,10.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Product Management,Business,4,40,10.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Python,Programming,4,40,10.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,AWS,Cloud,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Apache Kafka,Data,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Git,Infrastructure,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Google Cloud,Cloud,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Jenkins,Infrastructure,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,LLMs,AI,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Node.js,Programming,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,OpenTelemetry,Infrastructure,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Partnerships,Business,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,SQL,Data,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Salesforce,Business,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Terraform,Infrastructure,3,40,7.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,CDN,Infrastructure,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,GitHub Actions,Infrastructure,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Go,Programming,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Grafana,Infrastructure,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,HubSpot,Business,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Java,Programming,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Next.js,Programming,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,PostgreSQL,Data,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Project Management,Business,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Prometheus,Infrastructure,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,RAG,AI,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,cPanel,Infrastructure,2,40,5.0
2026-09-01,Newfold Digital,Managed WordPress Hosting,Ansible,Infrastructure,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Apache,Infrastructure,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Argo CD,Infrastructure,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Bash,Programming,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,C#,Programming,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Cloudflare,Cloud,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Datadog,Infrastructure,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Elasticsearch,Data,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Helm,Infrastructure,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,JavaScript,Programming,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Load Balancing,Infrastructure,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,MySQL,Data,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Nginx,Infrastructure,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,PHP,Programming,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Performance Marketing,Business,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Plesk,Infrastructure,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,React,Programming,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Redis,Data,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,Tableau,Data,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,TypeScript,Programming,1,40,2.5
2026-09-01,Newfold Digital,Managed WordPress Hosting,WAF,Security,1,40,2.5
2026-09-01,GoDaddy,Managed WordPress Hosting,Observability,Infrastructure,18,35,51.4
2026-09-01,GoDaddy,Managed WordPress Hosting,AWS,Cloud,15,35,42.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Python,Programming,15,35,42.9
2026-09-01,GoDaddy,Managed WordPress Hosting,CI/CD,Infrastructure,14,35,40.0
2026-09-01,GoDaddy,Managed WordPress Hosting,Incident Response,Security,10,35,28.6
2026-09-01,GoDaddy,Managed WordPress Hosting,Java,Programming,7,35,20.0
2026-09-01,GoDaddy,Managed WordPress Hosting,LLMs,AI,7,35,20.0
2026-09-01,GoDaddy,Managed WordPress Hosting,Linux,Infrastructure,7,35,20.0
2026-09-01,GoDaddy,Managed WordPress Hosting,SQL,Data,7,35,20.0
2026-09-01,GoDaddy,Managed WordPress Hosting,Ansible,Infrastructure,6,35,17.1
2026-09-01,GoDaddy,Managed WordPress Hosting,Kubernetes,Infrastructure,6,35,17.1
2026-09-01,GoDaddy,Managed WordPress Hosting,Go,Programming,5,35,14.3
2026-09-01,GoDaddy,Managed WordPress Hosting,DNS,Infrastructure,4,35,11.4
2026-09-01,GoDaddy,Managed WordPress Hosting,JavaScript,Programming,4,35,11.4
2026-09-01,GoDaddy,Managed WordPress Hosting,Node.js,Programming,4,35,11.4
2026-09-01,GoDaddy,Managed WordPress Hosting,Product Management,Business,4,35,11.4
2026-09-01,GoDaddy,Managed WordPress Hosting,Salesforce,Business,4,35,11.4
2026-09-01,GoDaddy,Managed WordPress Hosting,Terraform,Infrastructure,4,35,11.4
2026-09-01,GoDaddy,Managed WordPress Hosting,Bash,Programming,3,35,8.6
2026-09-01,GoDaddy,Managed WordPress Hosting,Docker,Infrastructure,3,35,8.6
2026-09-01,GoDaddy,Managed WordPress Hosting,GitHub Actions,Infrastructure,3,35,8.6
2026-09-01,GoDaddy,Managed WordPress Hosting,Project Management,Business,3,35,8.6
2026-09-01,GoDaddy,Managed WordPress Hosting,React,Programming,3,35,8.6
2026-09-01,GoDaddy,Managed WordPress Hosting,Elasticsearch,Data,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,Generative AI,AI,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,Git,Infrastructure,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,Grafana,Infrastructure,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,Machine Learning,AI,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,Microsoft Azure,Cloud,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,MongoDB,Data,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,PostgreSQL,Data,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,Prometheus,Infrastructure,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,RAG,AI,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,Redis,Data,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,TypeScript,Programming,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,WordPress Multisite,WordPress,2,35,5.7
2026-09-01,GoDaddy,Managed WordPress Hosting,AI Agents,AI,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Argo CD,Infrastructure,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,C#,Programming,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,C++,Programming,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Customer Success,Business,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Databricks,Data,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Google Cloud,Cloud,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,GraphQL,Programming,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Helm,Infrastructure,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,ISO 27001,Security,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Jenkins,Infrastructure,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,MySQL,Data,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,PCI DSS,Security,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Power BI,Data,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Prompt Engineering,AI,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Risk Management,Business,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,SOC 2,Security,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Technical Support,Business,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Vector Databases,AI,1,35,2.9
2026-09-01,GoDaddy,Managed WordPress Hosting,Vue.js,Programming,1,35,2.9
2026-09-01,Pantheon,Managed WordPress Hosting,WordPress,WordPress,25,27,92.6
2026-09-01,Pantheon,Managed WordPress Hosting,Google Cloud,Cloud,11,27,40.7
2026-09-01,Pantheon,Managed WordPress Hosting,Next.js,Programming,11,27,40.7
2026-09-01,Pantheon,Managed WordPress Hosting,Python,Programming,11,27,40.7
2026-09-01,Pantheon,Managed WordPress Hosting,AWS,Cloud,9,27,33.3
2026-09-01,Pantheon,Managed WordPress Hosting,GraphQL,Programming,8,27,29.6
2026-09-01,Pantheon,Managed WordPress Hosting,Observability,Infrastructure,8,27,29.6
2026-09-01,Pantheon,Managed WordPress Hosting,Terraform,Infrastructure,8,27,29.6
2026-09-01,Pantheon,Managed WordPress Hosting,CI/CD,Infrastructure,6,27,22.2
2026-09-01,Pantheon,Managed WordPress Hosting,Go,Programming,6,27,22.2
2026-09-01,Pantheon,Managed WordPress Hosting,Kubernetes,Infrastructure,6,27,22.2
2026-09-01,Pantheon,Managed WordPress Hosting,Snowflake,Data,6,27,22.2
2026-09-01,Pantheon,Managed WordPress Hosting,JavaScript,Programming,5,27,18.5
2026-09-01,Pantheon,Managed WordPress Hosting,Microsoft Azure,Cloud,5,27,18.5
2026-09-01,Pantheon,Managed WordPress Hosting,Cloudflare,Cloud,4,27,14.8
2026-09-01,Pantheon,Managed WordPress Hosting,Docker,Infrastructure,4,27,14.8
2026-09-01,Pantheon,Managed WordPress Hosting,Git,Infrastructure,4,27,14.8
2026-09-01,Pantheon,Managed WordPress Hosting,Looker,Data,4,27,14.8
2026-09-01,Pantheon,Managed WordPress Hosting,Machine Learning,AI,4,27,14.8
2026-09-01,Pantheon,Managed WordPress Hosting,SQL,Data,4,27,14.8
2026-09-01,Pantheon,Managed WordPress Hosting,dbt,Data,4,27,14.8
2026-09-01,Pantheon,Managed WordPress Hosting,CDN,Infrastructure,3,27,11.1
2026-09-01,Pantheon,Managed WordPress Hosting,Product Management,Business,3,27,11.1
2026-09-01,Pantheon,Managed WordPress Hosting,React,Programming,3,27,11.1
2026-09-01,Pantheon,Managed WordPress Hosting,Salesforce,Business,3,27,11.1
2026-09-01,Pantheon,Managed WordPress Hosting,AI Agents,AI,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,Account Management,Business,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,Bash,Programming,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,Elasticsearch,Data,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,GDPR,Security,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,GitHub Actions,Infrastructure,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,Incident Response,Security,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,LLMs,AI,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,MySQL,Data,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,PCI DSS,Security,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,PostgreSQL,Data,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,Project Management,Business,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,SIEM,Security,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,SOC 2,Security,2,27,7.4
2026-09-01,Pantheon,Managed WordPress Hosting,HubSpot,Business,1,27,3.7
2026-09-01,Automattic,Managed WordPress Hosting,WooCommerce,WordPress,19,19,100.0
2026-09-01,Automattic,Managed WordPress Hosting,WordPress,WordPress,19,19,100.0
2026-09-01,Automattic,Managed WordPress Hosting,Salesforce,Business,8,19,42.1
2026-09-01,Automattic,Managed WordPress Hosting,WordPress VIP,WordPress,8,19,42.1
2026-09-01,Automattic,Managed WordPress Hosting,Customer Success,Business,7,19,36.8
2026-09-01,Automattic,Managed WordPress Hosting,PHP,Programming,5,19,26.3
2026-09-01,Automattic,Managed WordPress Hosting,Partnerships,Business,5,19,26.3
2026-09-01,Automattic,Managed WordPress Hosting,Account Management,Business,4,19,21.1
2026-09-01,Automattic,Managed WordPress Hosting,DNS,Infrastructure,3,19,15.8
2026-09-01,Automattic,Managed WordPress Hosting,HubSpot,Business,3,19,15.8
2026-09-01,Automattic,Managed WordPress Hosting,JavaScript,Programming,3,19,15.8
2026-09-01,Automattic,Managed WordPress Hosting,Observability,Infrastructure,3,19,15.8
2026-09-01,Automattic,Managed WordPress Hosting,Technical Support,Business,3,19,15.8
2026-09-01,Automattic,Managed WordPress Hosting,Git,Infrastructure,2,19,10.5
2026-09-01,Automattic,Managed WordPress Hosting,Gutenberg,WordPress,2,19,10.5
2026-09-01,Automattic,Managed WordPress Hosting,Product Management,Business,2,19,10.5
2026-09-01,Automattic,Managed WordPress Hosting,Project Management,Business,2,19,10.5
2026-09-01,Automattic,Managed WordPress Hosting,SQL,Data,2,19,10.5
2026-09-01,Automattic,Managed WordPress Hosting,WP-CLI,WordPress,2,19,10.5
2026-09-01,Automattic,Managed WordPress Hosting,AI Agents,AI,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,CI/CD,Infrastructure,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,Incident Response,Security,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,LLMs,AI,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,Load Balancing,Infrastructure,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,Looker,Data,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,MariaDB,Data,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,MySQL,Data,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,Nginx,Infrastructure,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,Python,Programming,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,SEO,Business,1,19,5.3
2026-09-01,Automattic,Managed WordPress Hosting,Tableau,Data,1,19,5.3
2026-09-01,WP Engine,Managed WordPress Hosting,WordPress,WordPress,11,11,100.0
2026-09-01,WP Engine,Managed WordPress Hosting,Salesforce,Business,5,11,45.5
2026-09-01,WP Engine,Managed WordPress Hosting,AWS,Cloud,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,CI/CD,Infrastructure,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Datadog,Infrastructure,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Docker,Infrastructure,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Go,Programming,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Google Cloud,Cloud,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,HubSpot,Business,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Kubernetes,Infrastructure,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Observability,Infrastructure,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,OpenTelemetry,Infrastructure,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,PHP,Programming,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Prometheus,Infrastructure,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Python,Programming,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Ruby,Programming,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,SQL,Data,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Terraform,Infrastructure,2,11,18.2
2026-09-01,WP Engine,Managed WordPress Hosting,Account Management,Business,1,11,9.1
2026-09-01,WP Engine,Managed WordPress Hosting,B2B Sales,Business,1,11,9.1
2026-09-01,WP Engine,Managed WordPress Hosting,Customer Success,Business,1,11,9.1
2026-09-01,WP Engine,Managed WordPress Hosting,Git,Infrastructure,1,11,9.1
2026-09-01,WP Engine,Managed WordPress Hosting,MySQL,Data,1,11,9.1
2026-09-01,WP Engine,Managed WordPress Hosting,PostgreSQL,Data,1,11,9.1
2026-09-01,WP Engine,Managed WordPress Hosting,Product Management,Business,1,11,9.1
2026-09-01,WP Engine,Managed WordPress Hosting,Project Management,Business,1,11,9.1
2026-09-01,WP Engine,Managed WordPress Hosting,Technical Support,Business,1,11,9.1
2026-09-01,Rocket.net,Managed WordPress Hosting,Apache,Infrastructure,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,CDN,Infrastructure,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,Cloudflare,Cloud,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,DNS,Infrastructure,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,Linux,Infrastructure,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,MySQL,Data,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,Nginx,Infrastructure,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,PHP,Programming,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,Redis,Data,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,WAF,Security,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,WordPress,WordPress,3,3,100.0
2026-09-01,Rocket.net,Managed WordPress Hosting,Observability,Infrastructure,2,3,66.7
2026-09-01,Rocket.net,Managed WordPress Hosting,Technical Support,Business,2,3,66.7
2026-09-01,Rocket.net,Managed WordPress Hosting,WP-CLI,WordPress,2,3,66.7
2026-09-01,Rocket.net,Managed WordPress Hosting,cPanel,Infrastructure,2,3,66.7
2026-09-01,Rocket.net,Managed WordPress Hosting,Account Management,Business,1,3,33.3
2026-09-01,Rocket.net,Managed WordPress Hosting,Bash,Programming,1,3,33.3
2026-09-01,Rocket.net,Managed WordPress Hosting,Datadog,Infrastructure,1,3,33.3
2026-09-01,Rocket.net,Managed WordPress Hosting,Incident Response,Security,1,3,33.3
2026-09-01,Rocket.net,Managed WordPress Hosting,MariaDB,Data,1,3,33.3
2026-09-01,Pressable,Managed WordPress Hosting,Account Management,Business,2,2,100.0
2026-09-01,Pressable,Managed WordPress Hosting,HubSpot,Business,2,2,100.0
2026-09-01,Pressable,Managed WordPress Hosting,WooCommerce,WordPress,2,2,100.0
2026-09-01,Pressable,Managed WordPress Hosting,WordPress,WordPress,2,2,100.0
2026-09-01,Servebolt,Managed WordPress Hosting,Apache,Infrastructure,2,2,100.0
2026-09-01,Servebolt,Managed WordPress Hosting,Ansible,Infrastructure,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,Bash,Programming,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,CI/CD,Infrastructure,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,DNS,Infrastructure,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,Go,Programming,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,Incident Response,Security,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,Linux,Infrastructure,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,MariaDB,Data,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,MongoDB,Data,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,Node.js,Programming,1,2,50.0
2026-09-01,Servebolt,Managed WordPress Hosting,Observability,Infrastructure,1,2,50.0
